Sample,Dimension,Sobol,Faure,Uniform
635,1,0.93652344,0.14550781,0.17329432
636,1,0.68652344,0.64550781,0.91521373
637,1,0.18652344,0.39550781,0.15643704
638,1,0.24902344,0.89550781,0.44235223
639,1,0.74902344,0.08300781,0.25024290
640,1,0.99902344,0.58300781,0.23978736
641,1,0.49902344,0.33300781,0.54922667
642,1,0.37402344,0.83300781,0.09387329
643,1,0.87402344,0.20800781,0.71459592
644,1,0.62402344,0.70800781,0.18286600
645,1,0.12402344,0.45800781,0.66019737
646,1,0.09277344,0.95800781,0.93461400
647,1,0.59277344,0.05175781,0.27993390
648,1,0.84277344,0.55175781,0.63827059
649,1,0.34277344,0.30175781,0.95486528
650,1,0.46777344,0.80175781,0.51669626
651,1,0.96777344,0.17675781,0.73789691
652,1,0.71777344,0.67675781,0.65711133
653,1,0.21777344,0.42675781,0.55435406
654,1,0.15527344,0.92675781,0.43567290
655,1,0.65527344,0.11425781,0.61172075
656,1,0.90527344,0.61425781,0.73003932
657,1,0.40527344,0.36425781,0.41960007
658,1,0.28027344,0.86425781,0.04771613
659,1,0.78027344,0.23925781,0.24773099
660,1,0.53027344,0.73925781,0.56603721
661,1,0.03027344,0.48925781,0.35597268
662,1,0.02246094,0.98925781,0.15864645
663,1,0.52246094,0.01269531,0.75784611
664,1,0.77246094,0.51269531,0.12016465
665,1,0.27246094,0.26269531,0.01439349
666,1,0.39746094,0.76269531,0.34187967
667,1,0.89746094,0.13769531,0.11607264
668,1,0.64746094,0.63769531,0.09179907
669,1,0.14746094,0.38769531,0.04600264
670,1,0.20996094,0.88769531,0.09415699
671,1,0.70996094,0.07519531,0.04072880
672,1,0.95996094,0.57519531,0.31141331
673,1,0.45996094,0.32519531,0.85546058
674,1,0.33496094,0.82519531,0.97951053
675,1,0.83496094,0.20019531,0.70365786
676,1,0.58496094,0.70019531,0.17533027
677,1,0.08496094,0.45019531,0.47417383
678,1,0.11621094,0.95019531,0.01716110
679,1,0.61621094,0.04394531,0.09783416
680,1,0.86621094,0.54394531,0.76336443
681,1,0.36621094,0.29394531,0.49161587
682,1,0.49121094,0.79394531,0.80691298
683,1,0.99121094,0.16894531,0.47347177
684,1,0.74121094,0.66894531,0.34630432
685,1,0.24121094,0.41894531,0.17320187
686,1,0.17871094,0.91894531,0.46467382
687,1,0.67871094,0.10644531,0.43385165
688,1,0.92871094,0.60644531,0.64977368
689,1,0.42871094,0.35644531,0.39850474
690,1,0.30371094,0.85644531,0.04805893
691,1,0.80371094,0.23144531,0.61585009
692,1,0.55371094,0.73144531,0.94914573
693,1,0.05371094,0.48144531,0.63509365
694,1,0.03808594,0.98144531,0.88668039
695,1,0.53808594,0.02832031,0.04530401
696,1,0.78808594,0.52832031,0.26089362
697,1,0.28808594,0.27832031,0.37461262
698,1,0.41308594,0.77832031,0.01530454
699,1,0.91308594,0.15332031,0.62585991
700,1,0.66308594,0.65332031,0.93343631
701,1,0.16308594,0.40332031,0.50313626
702,1,0.22558594,0.90332031,0.50103988
703,1,0.72558594,0.09082031,0.85648984
704,1,0.97558594,0.59082031,0.53937745
705,1,0.47558594,0.34082031,0.65869363
706,1,0.35058594,0.84082031,0.68396377
707,1,0.85058594,0.21582031,0.16293442
708,1,0.60058594,0.71582031,0.61585117
709,1,0.10058594,0.46582031,0.07056875
710,1,0.06933594,0.96582031,0.94389160
711,1,0.56933594,0.05957031,0.64241928
712,1,0.81933594,0.55957031,0.94425160
713,1,0.31933594,0.30957031,0.02651131
714,1,0.44433594,0.80957031,0.86719894
715,1,0.94433594,0.18457031,0.58577558
716,1,0.69433594,0.68457031,0.63640360
717,1,0.19433594,0.43457031,0.94023024
718,1,0.13183594,0.93457031,0.80094929
719,1,0.63183594,0.12207031,0.57547418
720,1,0.88183594,0.62207031,0.67716834
721,1,0.38183594,0.37207031,0.38816993
722,1,0.25683594,0.87207031,0.57336704
723,1,0.75683594,0.24707031,0.64328822
724,1,0.50683594,0.74707031,0.12850035
725,1,0.00683594,0.49707031,0.45825288
726,1,0.00488281,0.99707031,0.81120418
727,1,0.50488281,0.00292969,0.54561679
728,1,0.75488281,0.50292969,0.82063947
729,1,0.25488281,0.25292969,0.94146481
730,1,0.37988281,0.75292969,0.62593967
731,1,0.87988281,0.12792969,0.38610263
732,1,0.62988281,0.62792969,0.82042684
733,1,0.12988281,0.37792969,0.96119056
734,1,0.19238281,0.87792969,0.65148477
735,1,0.69238281,0.06542969,0.90535064
736,1,0.94238281,0.56542969,0.20668436
737,1,0.44238281,0.31542969,0.19579114
738,1,0.31738281,0.81542969,0.27396113
739,1,0.81738281,0.19042969,0.06936130
740,1,0.56738281,0.69042969,0.21458912
741,1,0.06738281,0.44042969,0.10077801
742,1,0.09863281,0.94042969,0.37725909
743,1,0.59863281,0.03417969,0.01822183
744,1,0.84863281,0.53417969,0.03896314
745,1,0.34863281,0.28417969,0.09444296
746,1,0.47363281,0.78417969,0.61825388
747,1,0.97363281,0.15917969,0.68300677
748,1,0.72363281,0.65917969,0.33655422
749,1,0.22363281,0.40917969,0.07118865
750,1,0.16113281,0.90917969,0.65572264
751,1,0.66113281,0.09667969,0.31897563
752,1,0.91113281,0.59667969,0.38539662
753,1,0.41113281,0.34667969,0.84487531
754,1,0.28613281,0.84667969,0.68161367
755,1,0.78613281,0.22167969,0.02327194
756,1,0.53613281,0.72167969,0.34062457
757,1,0.03613281,0.47167969,0.81446848
758,1,0.05175781,0.97167969,0.26069453
759,1,0.55175781,0.01855469,0.28185477
760,1,0.80175781,0.51855469,0.49603745
761,1,0.30175781,0.26855469,0.11816482
762,1,0.42675781,0.76855469,0.69289036
763,1,0.92675781,0.14355469,0.69673717
764,1,0.67675781,0.64355469,0.34833660
765,1,0.17675781,0.39355469,0.62894284
766,1,0.23925781,0.89355469,0.93664815
767,1,0.73925781,0.08105469,0.87747202
768,1,0.98925781,0.58105469,0.03918633
769,1,0.48925781,0.33105469,0.73507104
770,1,0.36425781,0.83105469,0.41794603
771,1,0.86425781,0.20605469,0.80348093
772,1,0.61425781,0.70605469,0.96758056
773,1,0.11425781,0.45605469,0.28203457
774,1,0.08300781,0.95605469,0.54797188
775,1,0.58300781,0.04980469,0.17743954
776,1,0.83300781,0.54980469,0.42347094
777,1,0.33300781,0.29980469,0.75061475
778,1,0.45800781,0.79980469,0.56852028
779,1,0.95800781,0.17480469,0.80683474
780,1,0.70800781,0.67480469,0.57592457
781,1,0.20800781,0.42480469,0.99050514
782,1,0.14550781,0.92480469,0.73164775
783,1,0.64550781,0.11230469,0.41261768
784,1,0.89550781,0.61230469,0.12768973
785,1,0.39550781,0.36230469,0.37201809
786,1,0.27050781,0.86230469,0.25001645
787,1,0.77050781,0.23730469,0.77641296
788,1,0.52050781,0.73730469,0.58054402
789,1,0.02050781,0.48730469,0.34080354
790,1,0.02832031,0.98730469,0.86711661
791,1,0.52832031,0.01074219,0.93075733
792,1,0.77832031,0.51074219,0.56186669
793,1,0.27832031,0.26074219,0.85841275
794,1,0.40332031,0.76074219,0.23859686
795,1,0.90332031,0.13574219,0.42899403
796,1,0.65332031,0.63574219,0.67984478
797,1,0.15332031,0.38574219,0.75087107
798,1,0.21582031,0.88574219,0.73990876
799,1,0.71582031,0.07324219,0.75454288
800,1,0.96582031,0.57324219,0.23823615
801,1,0.46582031,0.32324219,0.10312387
802,1,0.34082031,0.82324219,0.37772889
803,1,0.84082031,0.19824219,0.90255291
804,1,0.59082031,0.69824219,0.53432747
805,1,0.09082031,0.44824219,0.50525238
806,1,0.12207031,0.94824219,0.49656119
807,1,0.62207031,0.04199219,0.82645747
808,1,0.87207031,0.54199219,0.38961809
809,1,0.37207031,0.29199219,0.32004960
810,1,0.49707031,0.79199219,0.29763517
811,1,0.99707031,0.16699219,0.89552323
812,1,0.74707031,0.66699219,0.09998489
813,1,0.24707031,0.41699219,0.38920168
814,1,0.18457031,0.91699219,0.05348530
815,1,0.68457031,0.10449219,0.01083765
816,1,0.93457031,0.60449219,0.95854150
817,1,0.43457031,0.35449219,0.90538197
818,1,0.30957031,0.85449219,0.84714315
819,1,0.80957031,0.22949219,0.09128668
820,1,0.55957031,0.72949219,0.35490519
821,1,0.05957031,0.47949219,0.31931363
822,1,0.04394531,0.97949219,0.95680088
823,1,0.54394531,0.02636719,0.95006197
824,1,0.79394531,0.52636719,0.67676990
825,1,0.29394531,0.27636719,0.95060715
826,1,0.41894531,0.77636719,0.48252095
827,1,0.91894531,0.15136719,0.57343789
828,1,0.66894531,0.65136719,0.49302566
829,1,0.16894531,0.40136719,0.63183721
830,1,0.23144531,0.90136719,0.08328441
831,1,0.73144531,0.08886719,0.44844553
832,1,0.98144531,0.58886719,0.09170415
833,1,0.48144531,0.33886719,0.29321077
834,1,0.35644531,0.83886719,0.60244093
835,1,0.85644531,0.21386719,0.32866455
836,1,0.60644531,0.71386719,0.55370305
837,1,0.10644531,0.46386719,0.67251846
838,1,0.07519531,0.96386719,0.21272789
839,1,0.57519531,0.05761719,0.75237452
840,1,0.82519531,0.55761719,0.94619454
841,1,0.32519531,0.30761719,0.79157904
842,1,0.45019531,0.80761719,0.78129605
843,1,0.95019531,0.18261719,0.78961815
844,1,0.70019531,0.68261719,0.11346460
845,1,0.20019531,0.43261719,0.09120610
846,1,0.13769531,0.93261719,0.93092911
847,1,0.63769531,0.12011719,0.49442030
848,1,0.88769531,0.62011719,0.97424821
849,1,0.38769531,0.37011719,0.05755875
850,1,0.26269531,0.87011719,0.99593124
851,1,0.76269531,0.24511719,0.54952889
852,1,0.51269531,0.74511719,0.05587116
853,1,0.01269531,0.49511719,0.44153050
854,1,0.00878906,0.99511719,0.73703555
855,1,0.50878906,0.00683594,0.88770418
856,1,0.75878906,0.50683594,0.54591577
857,1,0.25878906,0.25683594,0.35091501
858,1,0.38378906,0.75683594,0.70583149
859,1,0.88378906,0.13183594,0.11706701
860,1,0.63378906,0.63183594,0.96865195
861,1,0.13378906,0.38183594,0.14299168
862,1,0.19628906,0.88183594,0.68803001
863,1,0.69628906,0.06933594,0.76151063
864,1,0.94628906,0.56933594,0.83696388
865,1,0.44628906,0.31933594,0.61821806
866,1,0.32128906,0.81933594,0.86686871
867,1,0.82128906,0.19433594,0.10112268
868,1,0.57128906,0.69433594,0.83848076
869,1,0.07128906,0.44433594,0.08410680
870,1,0.10253906,0.94433594,0.42609147
871,1,0.60253906,0.03808594,0.70096913
872,1,0.85253906,0.53808594,0.22257642
873,1,0.35253906,0.28808594,0.07276301
874,1,0.47753906,0.78808594,0.39665160
875,1,0.97753906,0.16308594,0.82186006
876,1,0.72753906,0.66308594,0.89189691
877,1,0.22753906,0.41308594,0.70624223
878,1,0.16503906,0.91308594,0.14660482
879,1,0.66503906,0.10058594,0.08134878
880,1,0.91503906,0.60058594,0.51332617
881,1,0.41503906,0.35058594,0.08483771
882,1,0.29003906,0.85058594,0.23322807
883,1,0.79003906,0.22558594,0.98663958
884,1,0.54003906,0.72558594,0.58130542
885,1,0.04003906,0.47558594,0.37427079
886,1,0.05566406,0.97558594,0.86313852
887,1,0.55566406,0.02246094,0.37064214
888,1,0.80566406,0.52246094,0.88035997
889,1,0.30566406,0.27246094,0.81279957
890,1,0.43066406,0.77246094,0.23668519
891,1,0.93066406,0.14746094,0.94724858
892,1,0.68066406,0.64746094,0.90769370
893,1,0.18066406,0.39746094,0.98600107
894,1,0.24316406,0.89746094,0.59188874
895,1,0.74316406,0.08496094,0.75337818
896,1,0.99316406,0.58496094,0.35021824
897,1,0.49316406,0.33496094,0.37625958
898,1,0.36816406,0.83496094,0.70818120
899,1,0.86816406,0.20996094,0.08350072
900,1,0.61816406,0.70996094,0.48166699
901,1,0.11816406,0.45996094,0.77714692
902,1,0.08691406,0.95996094,0.37798759
903,1,0.58691406,0.05371094,0.55840425
904,1,0.83691406,0.55371094,0.70508436
905,1,0.33691406,0.30371094,0.42422201
906,1,0.46191406,0.80371094,0.24872415
907,1,0.96191406,0.17871094,0.90635439
908,1,0.71191406,0.67871094,0.33025253
909,1,0.21191406,0.42871094,0.11119748
910,1,0.14941406,0.92871094,0.43445185
911,1,0.64941406,0.11621094,0.49262510
912,1,0.89941406,0.61621094,0.25368218
913,1,0.39941406,0.36621094,0.01135364
914,1,0.27441406,0.86621094,0.40520209
915,1,0.77441406,0.24121094,0.46866064
916,1,0.52441406,0.74121094,0.57147303
917,1,0.02441406,0.49121094,0.05630328
918,1,0.01660156,0.99121094,0.74097386
919,1,0.51660156,0.01464844,0.11881792
920,1,0.76660156,0.51464844,0.76719485
921,1,0.26660156,0.26464844,0.11752625
922,1,0.39160156,0.76464844,0.82279035
923,1,0.89160156,0.13964844,0.64921030
924,1,0.64160156,0.63964844,0.74421165
925,1,0.14160156,0.38964844,0.74604487
926,1,0.20410156,0.88964844,0.68103942
927,1,0.70410156,0.07714844,0.58336877
928,1,0.95410156,0.57714844,0.23750647
929,1,0.45410156,0.32714844,0.96217255
930,1,0.32910156,0.82714844,0.40022290
931,1,0.82910156,0.20214844,0.37487058
932,1,0.57910156,0.70214844,0.47771490
933,1,0.07910156,0.45214844,0.28571209
934,1,0.11035156,0.95214844,0.08289132
935,1,0.61035156,0.04589844,0.86859913
936,1,0.86035156,0.54589844,0.52837012
937,1,0.36035156,0.29589844,0.22359584
938,1,0.48535156,0.79589844,0.43633583
939,1,0.98535156,0.17089844,0.96322253
940,1,0.73535156,0.67089844,0.80210925
941,1,0.23535156,0.42089844,0.01215447
942,1,0.17285156,0.92089844,0.97790066
943,1,0.67285156,0.10839844,0.96987883
944,1,0.92285156,0.60839844,0.55600504
945,1,0.42285156,0.35839844,0.04315992
946,1,0.29785156,0.85839844,0.32268638
947,1,0.79785156,0.23339844,0.89114312
948,1,0.54785156,0.73339844,0.04340078
949,1,0.04785156,0.48339844,0.52770111
950,1,0.03222656,0.98339844,0.92464333
951,1,0.53222656,0.03027344,0.99296479
952,1,0.78222656,0.53027344,0.91911572
953,1,0.28222656,0.28027344,0.07379656
954,1,0.40722656,0.78027344,0.25299016
955,1,0.90722656,0.15527344,0.55385428
956,1,0.65722656,0.65527344,0.69541112
957,1,0.15722656,0.40527344,0.96930254
958,1,0.21972656,0.90527344,0.07543455
959,1,0.71972656,0.09277344,0.52309785
960,1,0.96972656,0.59277344,0.16621543
961,1,0.46972656,0.34277344,0.62939864
962,1,0.34472656,0.84277344,0.21680911
963,1,0.84472656,0.21777344,0.69574869
964,1,0.59472656,0.71777344,0.29449395
965,1,0.09472656,0.46777344,0.45454106
966,1,0.06347656,0.96777344,0.99583137
967,1,0.56347656,0.06152344,0.62755808
968,1,0.81347656,0.56152344,0.69692506
969,1,0.31347656,0.31152344,0.58431431
970,1,0.43847656,0.81152344,0.38420183
971,1,0.93847656,0.18652344,0.90115801
972,1,0.68847656,0.68652344,0.73710071
973,1,0.18847656,0.43652344,0.04544638
974,1,0.12597656,0.93652344,0.91525434
975,1,0.62597656,0.12402344,0.28096319
976,1,0.87597656,0.62402344,0.95870240
977,1,0.37597656,0.37402344,0.95041149
978,1,0.25097656,0.87402344,0.05786389
979,1,0.75097656,0.24902344,0.89026378
980,1,0.50097656,0.74902344,0.39452180
981,1,0.00097656,0.49902344,0.45565675
982,1,0.00146484,0.99902344,0.10675607
983,1,0.50146484,0.00048828,0.62013260
984,1,0.75146484,0.50048828,0.33566007
985,1,0.25146484,0.25048828,0.27738118
986,1,0.37646484,0.75048828,0.16967991
987,1,0.87646484,0.12548828,0.18812116
988,1,0.62646484,0.62548828,0.64684836
989,1,0.12646484,0.37548828,0.46369841
990,1,0.18896484,0.87548828,0.38826838
991,1,0.68896484,0.06298828,0.35335223
992,1,0.93896484,0.56298828,0.22939475
993,1,0.43896484,0.31298828,0.58365611
994,1,0.31396484,0.81298828,0.26593793
995,1,0.81396484,0.18798828,0.07773464
996,1,0.56396484,0.68798828,0.36034509
997,1,0.06396484,0.43798828,0.97439481
998,1,0.09521484,0.93798828,0.25994986
999,1,0.59521484,0.03173828,0.98621075
1000,1,0.84521484,0.53173828,0.45324085
